datetime,open,high,low,close,volume
2007-05-22,6384.55,6418.0,6335.0,6356.4,0.0
2007-05-23,6371.3,6383.85,6252.95,6309.15,0.0
2007-05-24,6285.45,6313.75,6183.7,6208.7,0.0
2007-05-25,6162.55,6218.85,6091.9,6200.35,0.0
2007-05-28,6199.15,6332.65,6199.15,6283.95,0.0
2007-05-29,6288.35,6316.95,6257.5,6302.1,0.0
2007-05-30,6297.7,6335.45,6223.85,6245.45,0.0
2007-05-31,6255.5,6345.3,6255.5,6324.5,0.0
2007-06-01,6340.9,6431.5,6340.9,6404.8,0.0
2007-06-04,6431.25,6491.45,6400.65,6448.85,0.0
2007-06-05,6441.5,6554.9,6411.25,6533.35,0.0
2007-06-06,6561.6,6562.5,6312.3,6324.3,0.0
2007-06-07,6301.95,6352.3,6204.7,6236.45,0.0
2007-06-08,6200.35,6271.2,6129.95,6177.7,0.0
2007-06-11,6210.25,6278.9,6151.85,6161.25,0.0
2007-06-12,6177.45,6191.95,6059.75,6149.95,0.0
2007-06-13,6150.65,6168.5,6048.8,6063.8,0.0
2007-06-14,6106.9,6157.2,6085.2,6122.05,0.0
2007-06-15,6134.85,6239.8,6134.85,6176.2,0.0
2007-06-18,6210.5,6245.8,6157.65,6174.4,0.0
2007-06-19,6165.5,6382.4,6165.5,6366.95,0.0
2007-06-20,6376.5,6508.0,6376.5,6496.85,0.0
2007-06-21,6486.4,6562.25,6438.75,6536.25,0.0
2007-06-22,6544.3,6621.15,6521.95,6542.05,0.0
2007-06-25,6548.95,6555.9,6490.35,6544.55,0.0
2007-06-26,6501.5,6547.65,6490.75,6515.6,0.0
2007-06-27,6522.5,6534.1,6457.3,6482.45,0.0
2007-06-28,6509.1,6538.15,6487.85,6521.35,0.0
2007-06-29,6521.85,6749.95,6521.85,6740.1,0.0
2007-07-02,6811.85,6828.9,6696.0,6718.0,0.0
2007-07-03,6719.65,6882.6,6719.65,6857.1,0.0
2007-07-04,6917.35,6917.35,6777.5,6836.45,0.0
2007-07-05,6845.25,6902.8,6739.5,6818.35,0.0
2007-07-06,6796.5,6830.45,6751.35,6791.25,0.0
2007-07-09,6787.75,6895.7,6752.4,6867.9,0.0
2007-07-10,6891.8,6906.05,6798.8,6814.7,0.0
2007-07-11,6779.25,6845.2,6752.65,6794.7,0.0
2007-07-12,6812.05,6931.5,6812.05,6916.05,0.0
2007-07-13,6935.0,7032.65,6935.0,6980.35,0.0
2007-07-16,6985.05,7112.9,6938.05,7101.3,0.0
2007-07-17,7064.25,7154.4,7020.0,7041.75,0.0
2007-07-18,7050.9,7093.9,6978.0,7068.8,0.0
2007-07-19,7099.15,7157.7,7082.1,7137.9,0.0
2007-07-20,7146.7,7209.2,7064.65,7086.55,0.0
2007-07-23,7073.7,7088.8,7024.6,7076.3,0.0
2007-07-24,7092.35,7142.15,7057.65,7075.6,0.0
2007-07-25,7061.35,7068.55,6959.25,7003.45,0.0
2007-07-26,7024.9,7032.95,6904.7,6933.3,0.0
2007-07-27,6864.55,6864.55,6608.1,6698.65,0.0
2007-07-30,6726.6,6937.1,6650.7,6829.8,0.0
2007-07-31,6864.1,6943.9,6712.85,6928.45,0.0
2007-08-01,6903.85,6903.85,6609.75,6637.35,0.0
2007-08-02,6630.85,6819.45,6612.05,6759.15,0.0
2007-08-03,6803.0,6903.4,6797.3,6854.6,0.0
2007-08-06,6826.95,6853.85,6627.6,6821.85,0.0
2007-08-07,6846.7,6954.65,6796.9,6823.45,0.0
2007-08-08,6849.85,6998.6,6849.85,6966.8,0.0
2007-08-09,7001.5,7110.55,6805.6,6837.2,0.0
2007-08-10,6665.3,6665.3,6542.4,6646.05,0.0
2007-08-13,6650.3,6732.3,6622.8,6679.75,0.0
2007-08-14,6735.45,6735.45,6668.9,6702.35,0.0
2007-08-16,6456.2,6509.3,6293.65,6305.75,0.0
2007-08-17,6273.7,6375.45,6083.85,6245.6,0.0
2007-08-20,6358.05,6567.6,6358.05,6491.5,0.0
2007-08-21,6490.75,6521.5,6173.7,6210.45,0.0
2007-08-22,6242.4,6312.6,6058.35,6228.85,0.0
2007-08-23,6303.45,6397.15,6061.55,6090.25,0.0
2007-08-24,6128.85,6196.65,6071.45,6176.55,0.0
2007-08-27,6278.5,6492.25,6278.5,6471.85,0.0
2007-08-28,6470.4,6522.05,6425.35,6485.5,0.0
2007-08-29,6409.4,6535.9,6326.5,6509.3,0.0
2007-08-30,6581.4,6609.45,6532.9,6572.45,0.0
2007-08-31,6582.1,6714.4,6568.2,6675.85,0.0
2007-09-03,6712.6,6788.05,6707.45,6774.05,0.0
2007-09-04,6852.25,6863.35,6759.1,6801.65,0.0
2007-09-05,6784.5,6850.45,6754.4,6777.65,0.0
2007-09-06,6718.9,6878.3,6673.75,6868.85,0.0
2007-09-07,6839.9,6922.6,6820.65,6842.95,0.0
2007-09-10,6787.65,6883.0,6740.7,6870.35,0.0
2007-09-11,6903.15,6915.35,6805.0,6815.6,0.0
2007-09-12,6837.45,6875.95,6773.65,6784.4,0.0
2007-09-13,6789.3,6912.05,6789.3,6904.2,0.0
2007-09-14,6941.9,7062.9,6898.7,6912.15,0.0
2007-09-17,6898.0,6977.2,6843.0,6897.1,0.0
2007-09-18,6921.15,7078.95,6883.6,7059.65,0.0
2007-09-19,7111.0,7419.35,7111.0,7401.85,0.0
2007-09-20,7404.95,7462.9,7343.6,7390.15,0.0
2007-09-21,7378.3,7506.35,7367.15,7464.5,0.0
2007-09-24,7514.4,7661.05,7514.4,7650.9,0.0
2007-09-25,7658.5,7694.25,7490.2,7629.15,0.0
2007-09-26,7647.1,7829.85,7591.8,7755.9,0.0
2007-09-27,7804.55,7866.5,7747.1,7833.65,0.0
2007-09-28,7838.25,8082.85,7836.05,8042.2,0.0
2007-10-01,8008.55,8085.15,7913.3,7987.5,0.0
2007-10-03,8029.8,8235.79,7820.25,8097.9,0.0
2007-10-04,8083.3,8086.7,7828.65,8035.9,0.0
2007-10-05,8038.1,8066.55,7789.7,7845.25,0.0
2007-10-08,7853.15,7935.45,7516.45,7626.4,0.0
2007-10-09,7580.9,7916.45,7535.05,7895.85,0.0
2007-10-10,7960.65,8081.05,7907.35,8030.65,0.0
2007-10-11,8054.3,8177.75,8005.5,8158.8,0.0
2007-10-12,8093.65,8132.1,7889.8,7934.0,0.0
2007-10-15,7962.55,8306.35,7962.55,8286.29,0.0
2007-10-16,8361.4,8491.65,8240.29,8452.2,0.0
2007-10-17,8071.55,8218.1,7641.5,8099.9,0.0
2007-10-18,8055.15,8192.45,7519.7,7608.75,0.0
2007-10-19,7637.4,7718.9,7279.3,7423.8,0.0
2007-10-22,7374.35,7621.65,7289.2,7568.0,0.0
